method,N,n_runs,n_feasible,n_infeasible,feasibility_rate_pct,runtime_mean_all,runtime_mean_feasible,runtime_mean_infeasible,cost_mean_feasible
ga,114,48,2,46,4.17,9.2725,9.5979,9.2584,2437052.2315
ga,119,48,48,0,100.00,8.6544,8.6544,,3659134.6154
ga,150,240,240,0,100.00,15.1610,15.1610,,81880.9036
ga,200,240,240,0,100.00,27.4490,27.4490,,127865.8180
savings,1,5,5,0,100.00,0.0000,0.0000,,218.4867
savings,2,7,6,1,85.71,0.0000,0.0000,0.0000,503.6408
savings,3,2,2,0,100.00,0.0000,0.0000,,208.8995
savings,4,1,0,1,0.00,0.0000,,0.0000,
savings,5,5,5,0,100.00,0.0000,0.0000,,779.6000
savings,10,5,5,0,100.00,0.0000,0.0000,,1771.8536
savings,15,5,5,0,100.00,0.0001,0.0001,,4828.0518
savings,20,5,5,0,100.00,0.0001,0.0001,,5454.1597
savings,30,5,5,0,100.00,0.0003,0.0003,,7363.2463
savings,31,1,1,0,100.00,0.0002,0.0002,,11760.5492
savings,36,1,1,0,100.00,0.0003,0.0003,,9961.1344
savings,44,1,1,0,100.00,0.0002,0.0002,,13408.2606
savings,50,5,5,0,100.00,0.0012,0.0012,,25518.6232
savings,53,1,1,0,100.00,0.0003,0.0003,,18830.8006
savings,59,1,1,0,100.00,0.0002,0.0002,,20200.8296
savings,75,5,5,0,100.00,0.0021,0.0021,,28566.7517
savings,79,1,1,0,100.00,0.0010,0.0010,,26214.5557
savings,100,6,6,0,100.00,0.0103,0.0103,,670295.9875
savings,105,1,1,0,100.00,0.0007,0.0007,,4140400.5351
savings,109,1,1,0,100.00,0.0012,0.0012,,2314144.7101
savings,114,1,0,1,0.00,0.0015,,0.0015,
savings,119,1,1,0,100.00,0.0010,0.0010,,3364039.8636
savings,150,5,5,0,100.00,0.0265,0.0265,,88986.8945
savings,200,5,5,0,100.00,0.0392,0.0392,,100938.4428
tabu,1,60,60,0,100.00,0.0002,0.0002,,218.4867
tabu,2,84,72,12,85.71,0.0004,0.0004,0.0000,450.7449
tabu,3,24,24,0,100.00,0.0001,0.0001,,208.8995
tabu,4,12,0,12,0.00,0.0000,,0.0000,
tabu,5,60,60,0,100.00,0.0010,0.0010,,679.7694
tabu,10,60,60,0,100.00,0.0024,0.0024,,1371.6552
tabu,15,60,60,0,100.00,0.0144,0.0144,,2701.4443
tabu,20,60,60,0,100.00,0.0377,0.0377,,2849.8053
tabu,30,60,60,0,100.00,0.1151,0.1151,,4358.0571
tabu,31,12,12,0,100.00,0.0802,0.0802,,11299.7286
tabu,36,12,12,0,100.00,0.1523,0.1523,,8683.4350
tabu,44,12,12,0,100.00,0.2166,0.2166,,13191.1191
tabu,50,60,60,0,100.00,0.6566,0.6566,,9251.3769
tabu,53,12,12,0,100.00,0.4371,0.4371,,18105.7655
tabu,59,12,12,0,100.00,0.4665,0.4665,,20117.8667
tabu,75,60,60,0,100.00,1.8503,1.8503,,13960.6363
tabu,79,12,12,0,100.00,1.0310,1.0310,,24854.7164
tabu,100,72,72,0,100.00,4.7035,4.7035,,634325.7067
tabu,105,12,12,0,100.00,2.5701,2.5701,,3835481.0146
tabu,109,12,12,0,100.00,2.6746,2.6746,,1962796.1084
tabu,114,12,0,12,0.00,2.4712,,2.4712,
tabu,119,12,12,0,100.00,1.8083,1.8083,,3364039.8636
tabu,150,60,60,0,100.00,16.5159,16.5159,,30283.2211
tabu,200,60,60,0,100.00,44.1714,44.1714,,47055.9900
